Product,Brand,Price,Rating,Review,Votes,Review_Length,Polarity,Sentiment
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Just what I needed. Good quality.,0.0,33,0.7,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,"Planned on using this for Freedompop. It would not activate on freedompop.Make sure you get the ESN and confirm it with a phone provider before buying one of these. Even though this is an SPH-L720 and I had another SPH-L720 on freedompop already -- there are ESN based restrictions placed by the carrier. Sprint only releases a certain range of ESN numbers to freedompop. The SPH-L720 that I happened to receive was restricted to JUST Sprint, and I could not use freedompop with it.Ended up switching to Sprint anyway, so I am keeping the phone. Sprint happeend to have a good deal on unlimited talk/text/data. So it worked out.",1.0,628,0.35357142857142854,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,It arrived just as advertised. Nice phone,0.0,41,0.6,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,love it!,0.0,8,0.625,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,"everything is good , the camera is just messing up",2.0,50,0.7,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Decent price good people to deal with,0.0,37,0.4333333333333333,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Good purchase! No complaints at all.,0.0,36,0.875,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Very well please with phone and timely order it took me to receive my practically brand new phone,0.0,97,0.16818181818181818,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Love my phone. The seller got phone to me quickly.,0.0,50,0.41666666666666663,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,The phone had a bad ESN. Took way to long to get a refund.,1.0,58,-0.37499999999999994,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"This phone arrived in beautiful condition. I took it to the Sprint store, they installed the sim cardand it works awesome. I think that I am going to love this phone.",0.0,166,0.7833333333333333,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Product was in practically new condition. Now the only issue I got is my current carrier, all of a sudden isn't accepting the device.",0.0,133,0.03409090909090909,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Very pleased with my phone :),0.0,29,0.575,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,"This fon is defective, I have been trying to get it fixed. I It has to be restarted every 10 to 15 minutes. It is a problem that this phone has had and it needs to be repaired at the factory to replace the mother board. I found this out from forums and reviews. I want a new phone or my money back. Jesse Patterson 281-723-0105",2.0,327,0.07878787878787878,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,"Arrived fast, was like brand new just with a couple of details on the side but not big deal, really smooth, battery life acceptable, came with a chinese wall charger not the original, it's a great deal for this price, recommended.",0.0,230,0.27305194805194805,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"great phone, as described by seller, was disappointed it didn't come with the charger, luckily I had one that would fit",0.0,119,0.19583333333333336,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Excellent, almost can't tell it is not a new phone. Very happy customer.",0.0,72,0.6439393939393939,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Showed up in great condition!,0.0,29,1.0,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"This phone was awesome, everything the seller said it would be. Took it right to sprint and had no problems getting it set up. Thank you.",0.0,137,0.6428571428571428,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,My Wife is extremely happy!,0.0,27,1.0,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,excelent thank you,0.0,18,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,the phone that was sent to us was from Yemen and could not be unlocked and made usable in the US,1.0,96,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"This had apparently been a Sprint phone at one time; the Sprint store technician who tried to help me said the software had been hacked and the phone was now incompatible with the Sprint network. The only text on the phone that was not in Arabic was the logo for ""Yemen Mobile"" that kept popping up. In the immortal words of Mr. Garvey; ""Mischievous, and Deceitful. Chicanerous, and Deplorable!""",1.0,395,-0.2333333333333333,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,3,"THE PHONE ARIVED VERY QUICKLY HOW EVER, THE PHONE HAD ALREADY BEEN FLASHED TO A DIFFERENT CARRIER AND I COULDNT USE IT.",1.0,119,0.21666666666666667,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Works fine,0.0,10,0.4166666666666667,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Great phone, works wonderfully.",0.0,31,0.9,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Don't know when I'll stop using the S4. But why when I have no contract, pay only $ 35/ mo due to providing my own phone...which I pick up every chance I get for not much.",0.0,171,0.09375,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"This phone is advertised as a Sprint phone. Don't know the full history, but it was unlocked at some point by software called Chameleon to make it usable on other networks. Under settings/About Device/Build ID, it has characters in Arabic, showing that the phone was unlocked. Per Sprint representative, that means the phone can only be used as a voice/text phone, and data via wifi, but never data via Sprint network--data via network is whole purpose of a Smartphone!!!Thankfully has 30 day return and will be returning this shortly. Do not buy this phone if you intend to use on a Sprint network, even though it is advertised as Sprint, it is not compatible!!!One great plus, Amazon and company apparently have a policy to allow return with free return shipping to boot!",2.0,773,0.22187500000000002,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"Do not buy this product, cell is in Arabic and we took to Sprint help setup and they couldn't help. Returned item.",1.0,114,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"When I turned the phone on for the first time it said Yemen Mobile and all the writing was in Arabic. I was able to change the text to English but the phone would not activate through Sprint as it said it would on the ad description, I even went into the Sprint store. I am currently ordering an American SIM card for Sprint to see if this will fix the problem otherwise I will have to return the phone.",1.0,403,0.15,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,I order an unlock phone for my relative in the Caribbean and come to find out the phone is not unlock and won't work with sim card,1.0,130,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Good device,0.0,11,0.7,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,I cant not changed my plan i need 4 degit number,0.0,48,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Good condition just didn't have sd or sim card,2.0,46,0.7,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Brand new sg4 for this low .....cant beat it,0.0,44,0.06818181818181818,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Great phone.. Does way more than I need. Activation on Sprints system was no poblem. The phone can be activated at home on the fly, however for the 3g and 4g I stopped at a Sprint store where they inserted a Simm card, no charge. I ended up rooting the phone just so I could get rid of a bunch of apps that Sprint had installed. Like I said, the phone is awsome, in fact more than I needed. shippment was fast and phone was new as stated. I feel for the price, its a good deal.",2.0,477,0.5194805194805195,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"This phone is absolutely amazing! I received it early and the quality is fantastic as well. Not only did I receive the phone, but I was offered an extended warranty and it came with a car charger. Me personally, I will be purchasing another phone from this seller in the near future. Once again, Thank you!",12.0,306,0.19285714285714287,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Great phone! Came earlier than expected everything worked fine! Only problem was that the headphone cable was cut in half and I had to throw them away. Overall great product and fast shipping!,0.0,192,0.25601851851851853,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,This phone is everything as described. It was brand new and it was the galaxy s4 like I ordered. It was also a pretty good price as well. I love this phone!,1.0,156,0.4278409090909091,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,I absolutely love my Galaxy S4 as one who has used almost every Iphone this phone is so much better as you are notLocked to iOS and iTunes and totally customizable and the screen resolution is in one word awesome!The phone was shipped very fast and I highly recommend the Galaxy S4 and this seller!,2.0,298,0.292,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"The phone came on time, was brand new as described with no scratches or digs. Functions perfectly fine, has a clean ESN. The only thing that was a downer was that the phone did not come with its original accessories such as the charging cable and earphones (I don't mind since I bought Skullcandy Aviators but it would have been nice). The charger and earphones work perfectly fine, the phone is the only thing that matters to me and overall it was a Good buy!",13.0,460,0.2896694214876033,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Thanks perfect,0.0,14,0.6,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,Nice phone but could not activate. It is tied to another sprint account. I am forced to return it.,0.0,98,0.14999999999999997,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Best android phone, with custom OS its the way I want it to be not how some company thinks it should be.",0.0,104,1.0,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,Phone keeps shutting off while in the middle of doing things with it very agarvating. Not working very good . Phone does look brand new with original box just doesn't work very well and also stats it was boost and wasn't had to pay extra to flash over to boost not happy at all,4.0,277,0.1776704545454545,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,Ordered another phone better not be sprint post paid or I'll return it like last time. Here's hoping.,0.0,101,0.25,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"I bought this as a gift for my daughter and she loves it. The phone works fine and was able to be hooked up with her carrier, Sprint.",0.0,133,0.45833333333333337,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Got this for my husband and he absolutely loves his phone.,0.0,58,0.2,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,This is not unlocked and CAN ONLY USED ON SPRINT!,1.0,49,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,as expected.,0.0,12,-0.1,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Love my phone. It cold have fool me and pass as new if it had not been for the seller's description.It works perfectly. Super fast delivery.,0.0,140,0.11393939393939394,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"Phone doesn't work. i couldn't get it to activate online or over the phone so i took it to the store and they tried for an hour. Phone is ""Sprint by Yemen"". what ever that means. Sprint salesman believes its from another country and wont activate here in the United States. Wasted my time and money!",0.0,299,-0.25,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,Phone kept turning on and off. Seriously a waste of my time. Returning ridiculous,0.0,81,-0.26666666666666666,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,New features.,0.0,13,0.13636363636363635,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,2,It's a phone but it gets s***y service,0.0,38,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,"Works perfect, great replacement.",0.0,33,0.9,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Yes its working so far good.,0.0,28,0.39999999999999997,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,3,"It's annoying when a model is advertised and another is shipped to you, by the way, I paid for Sph-L720 and got Sph-L720t (the 't' difference has a bigger effect than you can imagine). Otherwise phone came in very good cosmetic condition and works fine.",,253,0.13166666666666665,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,I was worried about buying a phone not knowing if it would fit the specs listed. I took it to the Sprint store they gave it thing thumbs up. I'm very pleased with it.,0.0,166,0.525,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"I was very happy that this arrived a day early and was very well packaged. It's thin enough to easily put in your pocket which is convenient. It's much nicer than my last smart phone, the auto-correct is very accurate and it's easy to type on. The photo and video quality is pretty good. The screen is vibrant and videos look great on it. For the price this is a very good smart phone. It has a lot of features and is high quality. I use chit chat mobile as a carrier and this phone is compatible with their network.",0.0,516,0.3278835978835979,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,Description stated it is for Sprint. Sprint would not activate the phone. Very frustrating all around.,,102,-0.52,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Was delivered quickly and was as expected.,0.0,42,0.11666666666666665,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,This is an amazing device oh my gosh. This phone is absolutely great I love the design and just slick.,0.0,102,0.41250000000000003,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,"I pushased this cell phone as a birthday gift to my husband. AND, You know what? The item could not be activated with Sprint. GRRRR",0.0,131,-0.7,Negative
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,1,phone does not work in Europe is blocked I bought to unlock who can help me ?,,77,0.0,Neutral
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Great phone in love with it!!!,0.0,30,0.88828125,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,Beautiful phone. Like new. Only thing was it took a while to program. Needed a lot of updating before turning it on with sprint. But it was worth the trouble.,2.0,158,0.21727272727272728,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Perfect!!! Exactly what it said in the description and shipped with care. It had a load of bubble wrap and a label on the outside.,0.0,130,0.4166666666666667,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,"Exactly as described, super prompt shipping. I had no issues connecting it to my Sprint account. Very pleased!",,110,0.46527777777777773,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,4,good phone no problems,0.0,22,0.7,Positive
Samsung Galaxy S4 16GB SPH-720T LTE Tri-Band Blue (Sprint),,89.99,5,Just what I needed. Good quality.,0.0,33,0.7,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,The item meet my expectations,0.0,29,0.0,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,It's great,0.0,10,0.8,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,"This cellphone is very good, i ordered for my supervisor and when he received the phone he's very happy because the cellphone is like a brand new...",1.0,148,0.6821212121212121,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Love Samsung phones. This is a good phone even though it's a bit old according to today's standards.,0.0,100,0.43333333333333335,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Everything ok,0.0,13,0.5,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Bought for my husband when his S2 was destroyed. Five members of our family now have this phone and we all love our phones. After two years mine is still working well.,3.0,167,0.5,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,It is excellent!,0.0,16,1.0,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,1,dont trust,0.0,10,0.0,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Got the phone right on time for Christmas. I gave it to my dad and he loves it. It has given no trouble till now. The only extra thing we had to do to operate this phone was to resize the SIM card into a micro SIM as the SIM slot is a little smaller.,6.0,250,0.03303571428571428,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Excellent phone,1.0,15,1.0,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Excellent,1.0,9,1.0,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,The item meet my expectations,0.0,29,0.0,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,It's great,0.0,10,0.8,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,"This cellphone is very good, i ordered for my supervisor and when he received the phone he's very happy because the cellphone is like a brand new...",0.0,148,0.6821212121212121,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Love Samsung phones. This is a good phone even though it's a bit old according to today's standards.,0.0,100,0.43333333333333335,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Everything ok,0.0,13,0.5,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Bought for my husband when his S2 was destroyed. Five members of our family now have this phone and we all love our phones. After two years mine is still working well.,2.0,167,0.5,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,It is excellent!,0.0,16,1.0,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,1,dont trust,0.0,10,0.0,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Got the phone right on time for Christmas. I gave it to my dad and he loves it. It has given no trouble till now. The only extra thing we had to do to operate this phone was to resize the SIM card into a micro SIM as the SIM slot is a little smaller.,5.0,250,0.03303571428571428,Neutral
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Black Mist,,489.0,5,Excellent phone,,15,1.0,Positive
Samsung Galaxy S4 16GB Unlocked GSM Smartphone w/ 4G LTE also in USA - Marble White,,459.0,5,The item meet my expectations,0.0,29,0.0,Neutral
